time,open,high,low,close,volume,value
2013-02-07 00:00:00,6.48,6.48,6.24,6.4,1186700,7594880.0
2013-02-08 00:00:00,6.4,6.64,6.32,6.48,743390,4817167.2
2013-02-18 00:00:00,6.72,6.88,6.64,6.88,760160,5229900.8
2013-02-19 00:00:00,6.96,7.2,6.64,6.64,1944260,12909886.399999999
2013-02-20 00:00:00,6.64,7.04,6.56,6.8,1257030,8547804.0
2013-02-21 00:00:00,6.88,7.04,6.4,6.4,1423380,9109632.0
2013-02-22 00:00:00,6.56,6.64,6.0,6.16,1537820,9472971.200000001
2013-02-25 00:00:00,6.32,6.32,6.08,6.16,455420,2805387.2
2013-02-26 00:00:00,6.08,6.16,5.76,5.76,687640,3960806.4
2013-02-27 00:00:00,5.6,5.76,5.36,5.68,757550,4302884.0
2013-02-28 00:00:00,5.76,5.84,5.68,5.68,600300,3409704.0
2013-03-01 00:00:00,5.76,5.92,5.68,5.76,367980,2119564.8
2013-03-04 00:00:00,5.76,5.76,5.44,5.44,585790,3186697.6
2013-03-05 00:00:00,5.36,5.36,5.2,5.2,548590,2852668.0
2013-03-06 00:00:00,5.36,5.52,5.28,5.52,393950,2174604.0
2013-03-07 00:00:00,5.52,5.52,5.28,5.28,437110,2307940.8000000003
2013-03-08 00:00:00,5.36,5.6,5.36,5.6,613010,3432856.0
2013-03-11 00:00:00,5.76,5.92,5.6,5.92,723440,4282764.8
2013-03-12 00:00:00,5.92,5.92,5.6,5.68,854670,4854525.6
2013-03-13 00:00:00,5.76,5.84,5.52,5.52,719300,3970535.9999999995
2013-03-14 00:00:00,5.52,5.68,5.44,5.52,420010,2318455.1999999997
2013-03-15 00:00:00,5.6,5.76,5.6,5.68,408950,2322836.0
2013-03-18 00:00:00,5.6,5.76,5.52,5.52,445000,2456400.0
2013-03-19 00:00:00,5.52,5.6,5.44,5.6,290080,1624448.0
2013-03-20 00:00:00,5.6,5.68,5.52,5.6,212410,1189496.0
2013-03-21 00:00:00,5.68,5.76,5.52,5.6,416890,2334584.0
2013-03-22 00:00:00,5.6,5.6,5.36,5.44,438050,2382992.0
2013-03-25 00:00:00,5.44,5.52,5.36,5.36,137980,739572.8
2013-03-26 00:00:00,5.44,5.6,5.36,5.36,261360,1400889.6
2013-03-27 00:00:00,5.44,5.44,5.36,5.36,163720,877539.2000000001
2013-03-28 00:00:00,5.36,5.44,5.28,5.36,163830,878128.8
2013-03-29 00:00:00,5.28,5.28,5.12,5.28,564630,2981246.4000000004
2013-04-01 01:00:00,5.28,5.44,5.12,5.44,354320,1927500.8
2013-04-02 01:00:00,5.44,5.6,5.36,5.36,639280,3426540.8000000003
2013-04-03 01:00:00,5.28,5.36,5.2,5.28,338630,1787966.4000000001
2013-04-04 01:00:00,5.2,5.36,5.2,5.2,239890,1247428.0
2013-04-05 01:00:00,5.28,5.36,5.12,5.36,394550,2114788.0
2013-04-08 01:00:00,5.44,5.44,5.28,5.28,235400,1242912.0
2013-04-09 01:00:00,5.28,5.44,5.2,5.36,353170,1892991.2000000002
2013-04-10 01:00:00,5.28,5.36,5.2,5.2,290190,1508988.0
2013-04-11 01:00:00,5.12,5.44,5.12,5.2,431900,2245880.0
2013-04-12 01:00:00,5.12,5.28,4.96,5.12,276550,1415936.0
2013-04-15 01:00:00,5.04,5.04,4.88,4.96,419310,2079777.6
2013-04-16 01:00:00,4.96,4.96,4.8,4.88,429820,2097521.6
2013-04-17 01:00:00,4.96,4.96,4.8,4.88,141460,690324.7999999999
2013-04-18 01:00:00,4.88,4.88,4.64,4.64,213670,991428.7999999999
2013-04-22 01:00:00,4.8,4.8,4.48,4.48,174210,780460.8
2013-04-23 01:00:00,4.56,4.64,4.56,4.56,129200,589152.0
2013-04-24 01:00:00,4.8,4.8,4.8,4.8,168320,807936.0
2013-04-25 01:00:00,5.12,5.12,5.04,5.12,1328500,6801920.0
2013-04-26 01:00:00,5.04,5.12,4.96,4.96,220100,1091696.0
2013-05-02 01:00:00,4.96,5.04,4.8,4.8,212250,1018800.0
2013-05-03 01:00:00,4.8,4.96,4.72,4.88,186540,910315.2
2013-05-06 01:00:00,5.04,5.2,4.96,5.2,332690,1729988.0
2013-05-07 01:00:00,5.12,5.2,4.96,4.96,345350,1712936.0
2013-05-08 01:00:00,5.04,5.12,4.96,4.96,226030,1121108.8
2013-05-09 01:00:00,4.96,5.12,4.96,5.04,239860,1208894.4
2013-05-10 01:00:00,5.04,5.12,4.96,4.96,113910,564993.6
2013-05-13 01:00:00,5.04,5.12,4.96,4.96,168390,835214.4
2013-05-14 01:00:00,4.96,4.96,4.8,4.88,496160,2421260.8
2013-05-15 01:00:00,4.88,4.96,4.88,4.96,143320,710867.2
2013-05-16 01:00:00,4.96,5.12,4.96,4.96,466840,2315526.4
2013-05-17 01:00:00,5.04,5.28,5.04,5.12,1145410,5864499.2
2013-05-20 01:00:00,5.12,5.36,5.12,5.28,555210,2931508.8000000003
2013-05-21 01:00:00,5.28,5.52,5.28,5.36,772610,4141189.6
2013-05-22 01:00:00,5.36,5.36,5.2,5.2,535190,2782988.0
2013-05-23 01:00:00,5.2,5.36,5.2,5.2,523990,2724748.0
2013-05-24 01:00:00,5.2,5.36,5.2,5.2,347520,1807104.0
2013-05-27 01:00:00,5.36,5.52,5.28,5.44,1272890,6924521.600000001
2013-05-28 01:00:00,5.52,5.6,5.44,5.44,473470,2575676.8000000003
2013-05-29 01:00:00,5.52,5.68,5.28,5.36,769780,4126020.8000000003
2013-05-30 01:00:00,5.36,5.44,5.28,5.44,465530,2532483.2
2013-05-31 01:00:00,5.52,5.6,5.36,5.36,654070,3505815.2
2013-06-03 01:00:00,5.28,5.52,5.28,5.36,423600,2270496.0
2013-06-04 01:00:00,5.44,5.44,5.2,5.2,393930,2048436.0
2013-06-05 01:00:00,5.2,5.28,5.12,5.28,238690,1260283.2
2013-06-06 01:00:00,5.28,5.44,5.2,5.28,361600,1909248.0
2013-06-07 01:00:00,5.36,5.36,5.28,5.36,381590,2045322.4000000001
2013-06-10 01:00:00,5.36,5.44,5.28,5.28,481820,2544009.6
2013-06-11 01:00:00,5.36,5.36,5.2,5.28,240700,1270896.0
2013-06-12 01:00:00,5.28,5.36,5.2,5.28,235520,1243545.6
2013-06-13 01:00:00,5.2,5.6,5.2,5.52,869310,4798591.199999999
2013-06-14 01:00:00,5.52,5.52,5.36,5.36,264960,1420185.6
2013-06-17 01:00:00,5.36,5.36,5.12,5.2,247460,1286792.0
2013-06-18 01:00:00,5.12,5.2,5.04,5.12,312220,1598566.4000000001
2013-06-19 01:00:00,5.12,5.2,5.12,5.12,392100,2007552.0
2013-06-20 01:00:00,5.12,5.12,5.04,5.04,176510,889610.4
2013-06-21 01:00:00,5.04,5.2,4.96,5.2,216850,1127620.0
2013-06-24 01:00:00,5.12,5.2,5.04,5.04,126730,638719.2
2013-06-25 01:00:00,5.04,5.04,4.72,4.88,613410,2993440.8
2013-06-26 01:00:00,4.96,5.04,4.88,4.96,362960,1800281.6
2013-06-27 01:00:00,5.04,5.28,5.04,5.2,839920,4367584.0
2013-06-28 01:00:00,5.28,5.28,5.12,5.12,387100,1981952.0
2013-07-01 01:00:00,5.12,5.12,5.04,5.12,254860,1304883.2
2013-07-02 01:00:00,5.12,5.28,5.12,5.2,563780,2931656.0
2013-07-03 01:00:00,5.2,5.28,5.12,5.28,302000,1594560.0
2013-07-04 01:00:00,5.2,5.36,5.2,5.28,246120,1299513.6
2013-07-05 01:00:00,5.28,5.36,5.12,5.28,305820,1614729.6
2013-07-08 01:00:00,5.2,5.28,5.2,5.2,232200,1207440.0
2013-07-09 01:00:00,5.2,5.2,5.2,5.2,134160,697632.0
2013-07-10 01:00:00,5.2,5.28,5.12,5.12,97590,499660.8
2013-07-11 01:00:00,5.12,5.28,5.12,5.2,231640,1204528.0
2013-07-12 01:00:00,5.28,5.36,5.2,5.36,207340,1111342.4000000001
2013-07-15 01:00:00,5.36,5.36,5.28,5.28,114830,606302.4
2013-07-16 01:00:00,5.2,5.28,5.2,5.28,274790,1450891.2
2013-07-17 01:00:00,5.2,5.28,5.12,5.2,607840,3160768.0
2013-07-18 01:00:00,5.12,5.2,5.04,5.04,230550,1161972.0
2013-07-19 01:00:00,5.12,5.12,5.04,5.04,293970,1481608.8
2013-07-22 01:00:00,5.12,5.12,4.88,4.88,347830,1697410.4
2013-07-23 01:00:00,4.96,5.04,4.88,4.96,78000,386880.0
2013-07-24 01:00:00,4.88,4.96,4.8,4.96,272380,1351004.8
2013-07-25 01:00:00,4.88,4.96,4.8,4.96,250660,1243273.6
2013-07-26 01:00:00,4.8,4.88,4.72,4.8,159510,765648.0
2013-07-29 01:00:00,4.8,4.8,4.64,4.64,116440,540281.6
2013-07-30 01:00:00,4.56,4.72,4.56,4.56,188770,860791.2
2013-07-31 01:00:00,4.56,4.8,4.48,4.8,220880,1060224.0
2013-08-01 01:00:00,4.8,4.96,4.72,4.96,239910,1189953.6
2013-08-02 01:00:00,4.88,4.88,4.72,4.8,113720,545856.0
2013-08-05 01:00:00,4.72,4.72,4.64,4.72,75780,357681.6
2013-08-06 01:00:00,4.72,4.8,4.64,4.64,166700,773488.0
2013-08-07 01:00:00,4.72,4.8,4.64,4.8,133510,640848.0
2013-08-08 01:00:00,4.8,4.8,4.56,4.56,203100,926135.9999999999
2013-08-09 01:00:00,4.64,4.64,4.56,4.56,166840,760790.3999999999
2013-08-12 01:00:00,4.48,4.56,4.48,4.56,151610,691341.6
2013-08-13 01:00:00,4.48,4.64,4.48,4.56,182550,832427.9999999999
2013-08-14 01:00:00,4.48,4.56,4.4,4.56,92010,419565.6
2013-08-15 01:00:00,4.48,4.72,4.48,4.72,336870,1590026.4
2013-08-16 01:00:00,4.56,4.8,4.56,4.56,175300,799367.9999999999
2013-08-19 01:00:00,4.64,4.8,4.64,4.8,517820,2485536.0
2013-08-20 01:00:00,4.96,5.12,4.88,5.12,1335720,6838886.4
2013-08-21 01:00:00,5.12,5.12,4.88,4.96,457160,2267513.6
2013-08-22 01:00:00,4.96,5.04,4.72,4.88,297410,1451360.8
2013-08-23 01:00:00,4.8,4.88,4.64,4.64,218220,1012540.7999999999
2013-08-26 01:00:00,4.72,4.88,4.56,4.88,259650,1267092.0
2013-08-27 01:00:00,4.72,4.8,4.64,4.72,109430,516509.6
2013-08-28 01:00:00,4.64,4.72,4.48,4.56,346920,1581955.2
2013-08-29 01:00:00,4.56,4.64,4.56,4.56,173350,790475.9999999999
2013-08-30 01:00:00,4.56,4.72,4.56,4.64,167140,775529.6
2013-09-03 01:00:00,4.72,4.72,4.56,4.56,169220,771643.2
2013-09-04 01:00:00,4.56,4.64,4.56,4.56,259480,1183228.7999999998
2013-09-05 01:00:00,4.56,4.64,4.48,4.64,399820,1855164.7999999998
2013-09-06 01:00:00,4.48,4.56,4.48,4.48,453530,2031814.4000000001
2013-09-09 01:00:00,4.4,4.4,4.24,4.24,193740,821457.6000000001
2013-09-10 01:00:00,4.24,4.32,4.24,4.32,100890,435844.80000000005
2013-09-11 01:00:00,4.4,4.4,4.24,4.32,76210,329227.2
2013-09-12 01:00:00,4.24,4.32,4.24,4.24,204090,865341.6000000001
2013-09-13 01:00:00,4.32,4.32,4.16,4.24,142140,602673.6
2013-09-16 01:00:00,4.24,4.32,4.16,4.24,154230,653935.2000000001
2013-09-17 01:00:00,4.16,4.16,4.0,4.0,566950,2267800.0
2013-09-18 01:00:00,3.92,3.92,3.76,3.76,261170,981999.2
2013-09-19 01:00:00,3.68,3.84,3.6,3.6,334670,1204812.0
2013-09-20 01:00:00,3.68,3.84,3.68,3.76,306810,1153605.5999999999
2013-09-23 01:00:00,3.84,3.84,3.76,3.84,168150,645696.0
2013-09-24 01:00:00,3.92,4.08,3.84,4.08,459810,1876024.8
2013-09-25 01:00:00,4.08,4.32,4.0,4.16,819800,3410368.0
2013-09-26 01:00:00,4.24,4.32,4.16,4.32,265000,1144800.0
2013-09-27 01:00:00,4.24,4.32,4.08,4.08,373000,1521840.0
2013-09-30 01:00:00,4.16,4.24,4.08,4.16,200910,835785.6
2013-10-01 01:00:00,4.16,4.24,4.08,4.08,335210,1367656.8
2013-10-02 01:00:00,4.08,4.32,4.08,4.32,724450,3129624.0
2013-10-03 01:00:00,4.32,4.4,4.16,4.24,188870,800808.8
2013-10-04 01:00:00,4.24,4.32,4.16,4.24,213830,906639.2000000001
2013-10-07 01:00:00,4.24,4.48,4.24,4.32,469850,2029752.0000000002
2013-10-08 01:00:00,4.32,4.4,4.24,4.24,479400,2032656.0
2013-10-09 01:00:00,4.24,4.32,4.16,4.16,249080,1036172.8
2013-10-10 01:00:00,4.16,4.32,4.08,4.16,173570,722051.2000000001
2013-10-11 01:00:00,4.16,4.16,4.08,4.08,255610,1042888.8
2013-10-14 01:00:00,4.08,4.08,3.92,4.0,351050,1404200.0
2013-10-15 01:00:00,4.0,4.16,4.0,4.08,277870,1133709.6
2013-10-16 01:00:00,4.16,4.16,4.08,4.16,256870,1068579.2
2013-10-17 01:00:00,4.08,4.16,4.0,4.08,569860,2325028.8
2013-10-18 01:00:00,4.08,4.16,4.0,4.08,138710,565936.8
2013-10-21 01:00:00,4.16,4.24,4.08,4.16,301130,1252700.8
2013-10-22 01:00:00,4.16,4.16,4.08,4.08,267010,1089400.8
2013-10-23 01:00:00,4.08,4.32,4.08,4.24,579590,2457461.6
2013-10-24 01:00:00,4.24,4.4,4.16,4.4,724180,3186392.0000000005
2013-10-25 01:00:00,4.32,4.4,4.24,4.32,186580,806025.6000000001
2013-10-28 00:00:00,4.24,4.32,4.16,4.16,208660,868025.6
2013-10-29 00:00:00,4.16,4.24,4.16,4.24,210510,892562.4
2013-10-30 00:00:00,4.24,4.4,4.24,4.24,159360,675686.4
2013-10-31 00:00:00,4.24,4.32,4.16,4.16,200350,833456.0
2013-11-01 00:00:00,4.16,4.24,4.08,4.16,227200,945152.0
2013-11-04 00:00:00,4.24,4.4,4.24,4.32,390620,1687478.4000000001
2013-11-05 00:00:00,4.32,4.56,4.32,4.48,723770,3242489.6
2013-11-06 00:00:00,4.48,4.64,4.4,4.4,423180,1861992.0000000002
2013-11-07 00:00:00,4.48,4.64,4.4,4.48,584340,2617843.2
2013-11-08 00:00:00,4.4,4.56,4.4,4.56,300190,1368866.4
2013-11-11 00:00:00,4.48,4.8,4.48,4.64,436920,2027308.7999999998
2013-11-12 00:00:00,4.64,4.8,4.48,4.56,507850,2315796.0
2013-11-13 00:00:00,4.56,4.56,4.4,4.48,241060,1079948.8
2013-11-14 00:00:00,4.48,4.56,4.4,4.48,294700,1320256.0000000002
2013-11-15 00:00:00,4.48,4.56,4.4,4.56,183000,834479.9999999999
2013-11-18 00:00:00,4.64,4.72,4.56,4.64,504300,2339952.0
2013-11-19 00:00:00,4.64,4.8,4.64,4.72,465950,2199284.0
2013-11-20 00:00:00,4.8,5.04,4.72,5.04,893080,4501123.2
2013-11-21 00:00:00,5.28,5.36,4.96,4.96,2156390,10695694.4
2013-11-22 00:00:00,5.04,5.28,5.04,5.28,896090,4731355.2
2013-11-25 00:00:00,5.36,5.36,5.2,5.28,709190,3744523.2
2013-11-26 00:00:00,5.12,5.28,5.04,5.12,633890,3245516.8000000003
2013-11-27 00:00:00,5.2,5.36,5.12,5.2,683000,3551600.0
2013-11-28 00:00:00,5.12,5.28,5.12,5.2,427360,2222272.0
2013-11-29 00:00:00,5.2,5.2,5.04,5.12,298800,1529856.0
2013-12-02 00:00:00,5.04,5.36,5.04,5.28,884010,4667572.8
2013-12-03 00:00:00,5.28,5.44,5.2,5.28,707250,3734280.0
2013-12-04 00:00:00,5.44,5.6,5.44,5.6,2128580,11920048.0
2013-12-05 00:00:00,5.6,5.84,5.52,5.68,617290,3506207.1999999997
2013-12-06 00:00:00,5.6,5.68,5.52,5.6,369420,2068751.9999999998
2013-12-09 00:00:00,5.76,5.92,5.68,5.76,1120730,6455404.8
2013-12-10 00:00:00,5.76,5.76,5.52,5.76,540790,3114950.4
2013-12-11 00:00:00,5.68,5.68,5.36,5.36,813310,4359341.600000001
2013-12-12 00:00:00,5.28,5.52,5.2,5.52,568570,3138506.4
2013-12-13 00:00:00,5.6,5.76,5.44,5.6,794710,4450376.0
2013-12-16 00:00:00,5.68,5.68,5.52,5.52,394610,2178247.1999999997
2013-12-17 00:00:00,5.52,5.6,5.52,5.52,491310,2712031.1999999997
2013-12-18 00:00:00,5.52,5.52,5.44,5.52,644470,3557474.4
2013-12-19 00:00:00,5.52,5.68,5.52,5.6,1096280,6139168.0
2013-12-20 00:00:00,5.9,5.9,5.9,5.9,357650,2110135.0
2013-12-23 00:00:00,6.3,6.3,6.1,6.2,1150230,7131426.0
2013-12-24 00:00:00,6.2,6.2,6.0,6.1,582620,3553982.0
2013-12-25 00:00:00,6.0,6.1,5.9,6.0,396520,2379120.0
2013-12-26 00:00:00,6.0,6.0,5.9,6.0,465850,2795100.0
2013-12-27 00:00:00,5.9,6.0,5.8,5.9,207920,1226728.0
2013-12-30 00:00:00,5.8,5.9,5.6,5.6,149080,834848.0
2013-12-31 00:00:00,5.5,5.7,5.5,5.6,122570,686392.0
2014-01-02 00:00:00,5.7,5.9,5.6,5.6,224170,1255352.0
2014-01-03 00:00:00,5.6,5.7,5.6,5.7,151800,865260.0
2014-01-06 00:00:00,5.7,5.8,5.7,5.8,184780,1071724.0
2014-01-07 00:00:00,5.8,5.8,5.7,5.7,93430,532551.0
2014-01-08 00:00:00,5.7,5.8,5.6,5.8,179190,1039302.0
2014-01-09 00:00:00,5.8,5.9,5.7,5.8,193460,1122068.0
2014-01-10 00:00:00,5.8,5.9,5.7,5.7,306660,1747962.0
2014-01-13 00:00:00,5.6,5.8,5.5,5.5,146300,804650.0
2014-01-14 00:00:00,5.6,5.7,5.5,5.6,196770,1101912.0
2014-01-15 00:00:00,5.6,5.7,5.6,5.7,229200,1306440.0
2014-01-16 00:00:00,5.7,5.7,5.5,5.6,255220,1429232.0
2014-01-17 00:00:00,5.7,5.7,5.5,5.5,132870,730785.0
2014-01-20 00:00:00,5.5,5.6,5.3,5.4,190250,1027350.0000000001
2014-01-21 00:00:00,5.4,5.4,5.3,5.4,155380,839052.0
2014-01-22 00:00:00,5.4,5.7,5.4,5.6,307390,1721384.0
2014-01-23 00:00:00,5.6,5.6,5.5,5.6,73030,408968.0
2014-01-24 00:00:00,5.5,5.5,5.4,5.5,127480,701140.0
2014-01-27 00:00:00,5.5,5.6,5.4,5.6,191970,1075032.0
2014-02-06 00:00:00,5.6,5.8,5.5,5.7,512890,2923473.0
2014-02-07 00:00:00,5.7,5.7,5.5,5.6,231030,1293768.0
2014-02-10 00:00:00,5.6,5.8,5.6,5.8,386740,2243092.0
2014-02-11 00:00:00,5.8,6.0,5.7,5.8,1009530,5855274.0
2014-02-12 00:00:00,5.8,5.9,5.7,5.9,180590,1065481.0
2014-02-13 00:00:00,5.9,6.0,5.8,6.0,775910,4655460.0
2014-02-14 00:00:00,6.0,6.4,6.0,6.4,2449080,15674112.0
2014-02-17 00:00:00,6.5,6.7,6.4,6.5,969290,6300385.0
2014-02-18 00:00:00,6.5,6.6,6.3,6.5,738680,4801420.0
2014-02-19 00:00:00,6.5,6.6,6.3,6.5,1243600,8083400.0
2014-02-20 00:00:00,6.5,6.9,6.2,6.3,1890360,11909268.0
2014-02-21 00:00:00,6.3,6.4,6.1,6.2,411470,2551114.0
2014-02-24 00:00:00,6.2,6.4,6.2,6.3,311780,1964214.0
2014-02-25 00:00:00,6.4,6.5,6.3,6.4,636000,4070400.0
2014-02-26 00:00:00,6.4,6.4,6.2,6.3,718920,4529196.0
2014-02-27 00:00:00,6.4,6.7,6.3,6.4,1297750,8305600.0
2014-02-28 00:00:00,6.4,6.5,6.3,6.4,537630,3440832.0
2014-03-03 00:00:00,6.4,6.5,6.1,6.1,612860,3738446.0
2014-03-04 00:00:00,6.1,6.2,5.9,6.0,344200,2065200.0
2014-03-05 00:00:00,6.2,6.3,6.0,6.2,981060,6082572.0
2014-03-06 00:00:00,6.2,6.4,6.2,6.3,468300,2950290.0
2014-03-07 00:00:00,6.4,6.6,6.4,6.5,1323470,8602555.0
2014-03-10 00:00:00,6.5,6.9,6.4,6.9,2223900,15344910.0
2014-03-11 00:00:00,7.3,7.3,7.0,7.2,1833250,13199400.0
2014-03-12 00:00:00,7.1,7.2,6.8,6.9,1913330,13201977.0
2014-03-13 00:00:00,6.8,7.1,6.6,7.0,1528360,10698520.0
2014-03-14 00:00:00,7.0,7.2,6.9,7.0,1351650,9461550.0
2014-03-17 00:00:00,7.2,7.4,7.1,7.4,2348340,17377716.0
2014-03-18 00:00:00,7.5,7.6,7.2,7.3,1225440,8945712.0
2014-03-19 00:00:00,7.2,7.5,7.2,7.5,1286150,9646125.0
2014-03-20 00:00:00,7.5,7.6,7.2,7.3,1257060,9176538.0
2014-03-21 00:00:00,7.3,7.8,7.3,7.8,1924280,15009384.0
2014-03-24 00:00:00,8.3,8.3,8.3,8.3,769790,6389257.000000001
2014-03-25 00:00:00,8.8,8.8,8.5,8.6,4083820,35120852.0
2014-03-26 00:00:00,8.7,8.7,8.0,8.0,1941010,15528080.0
2014-03-27 00:00:00,7.8,7.9,7.5,7.9,1318290,10414491.0
2014-03-28 00:00:00,8.1,8.2,7.8,7.9,1259820,9952578.0
2014-03-31 01:00:00,7.9,8.0,7.7,7.7,577720,4448444.0
2014-04-01 01:00:00,7.5,7.5,7.2,7.2,1247560,8982432.0
2014-04-02 01:00:00,7.2,7.2,6.7,6.9,1744600,12037740.0
2014-04-03 01:00:00,7.1,7.3,7.0,7.3,832590,6077907.0
2014-04-04 01:00:00,7.5,7.5,7.1,7.1,977970,6943587.0
2014-04-07 01:00:00,7.1,7.5,7.0,7.5,1083390,8125425.0
2014-04-08 01:00:00,7.5,7.6,7.4,7.4,777180,5751132.0
2014-04-10 01:00:00,7.4,7.8,7.4,7.6,1211810,9209756.0
2014-04-11 01:00:00,7.6,7.6,7.3,7.5,592350,4442625.0
2014-04-14 01:00:00,7.5,7.6,7.2,7.2,476330,3429576.0
2014-04-15 01:00:00,7.2,7.2,6.9,6.9,1273780,8789082.0
2014-04-16 01:00:00,7.0,7.0,6.5,6.7,1372490,9195683.0
2014-04-17 01:00:00,6.7,7.0,6.7,6.9,282450,1948905.0
2014-04-18 01:00:00,6.8,6.9,6.5,6.5,1704770,11081005.0
2014-04-21 01:00:00,6.3,6.4,6.1,6.1,864800,5275280.0
2014-04-22 01:00:00,6.1,6.5,6.0,6.5,781740,5081310.0
2014-04-23 01:00:00,6.6,6.6,6.3,6.4,573920,3673088.0
2014-04-24 01:00:00,6.4,6.5,6.2,6.5,503010,3269565.0
2014-04-25 01:00:00,6.5,6.5,6.4,6.4,453610,2903104.0
2014-04-28 01:00:00,6.4,6.4,6.1,6.3,569250,3586275.0
2014-04-29 01:00:00,6.3,6.3,6.1,6.3,203140,1279782.0
2014-05-05 01:00:00,6.3,6.3,5.9,5.9,594150,3505485.0
2014-05-06 01:00:00,5.8,5.8,5.5,5.7,1286040,7330428.0
2014-05-07 01:00:00,5.7,5.9,5.6,5.6,815460,4566576.0
2014-05-08 01:00:00,5.5,5.5,5.3,5.3,485750,2574475.0
2014-05-09 01:00:00,5.1,5.4,5.1,5.4,1011420,5461668.0
2014-05-12 01:00:00,5.3,5.3,5.1,5.1,426640,2175864.0
2014-05-13 01:00:00,4.9,5.0,4.8,4.8,1523150,7311120.0
2014-05-14 01:00:00,4.7,5.1,4.7,5.0,1280730,6403650.0
2014-05-15 01:00:00,4.9,5.3,4.7,4.9,1101910,5399359.0
2014-05-16 01:00:00,4.9,5.2,4.8,5.2,1187370,6174324.0
2014-05-19 01:00:00,5.2,5.5,5.0,5.4,1569760,8476704.0
2014-05-20 01:00:00,5.3,5.7,5.2,5.7,1997420,11385294.0
2014-05-21 01:00:00,5.7,6.0,5.7,6.0,1984020,11904120.0
2014-05-22 01:00:00,6.0,6.3,5.8,5.8,1332950,7731110.0
2014-05-23 01:00:00,5.8,5.9,5.6,5.7,1221110,6960327.0
2014-05-26 01:00:00,5.6,5.9,5.6,5.9,903850,5332715.0
2014-05-27 01:00:00,5.8,6.3,5.8,6.1,1332890,8130628.999999999
2014-05-28 01:00:00,6.1,6.3,5.9,6.0,1222880,7337280.0
2014-05-29 01:00:00,6.0,6.0,5.7,5.7,889950,5072715.0
2014-05-30 01:00:00,5.6,5.8,5.5,5.6,556460,3116176.0
2014-06-02 01:00:00,5.5,5.6,5.3,5.5,743560,4089580.0
2014-06-03 01:00:00,5.5,5.6,5.5,5.5,573720,3155460.0
2014-06-04 01:00:00,5.6,5.6,5.3,5.3,428110,2268983.0
2014-06-05 01:00:00,5.3,5.6,5.2,5.6,2583570,14467992.0
2014-06-06 01:00:00,5.7,5.8,5.6,5.7,682550,3890535.0
2014-06-09 01:00:00,5.7,5.9,5.6,5.6,985670,5519752.0
2014-06-10 01:00:00,5.6,5.7,5.4,5.4,2005420,10829268.0
2014-06-11 01:00:00,5.5,5.7,5.5,5.7,3171120,18075384.0
2014-06-12 01:00:00,5.8,5.9,5.7,5.7,1524000,8686800.0
2014-06-13 01:00:00,5.6,5.8,5.6,5.7,960810,5476617.0
2014-06-16 01:00:00,5.7,5.9,5.7,5.9,2029790,11975761.0
2014-06-17 01:00:00,5.9,6.0,5.8,5.9,1457890,8601551.0
2014-06-18 01:00:00,6.0,6.3,6.0,6.2,5237370,32471694.0
2014-06-19 01:00:00,6.1,6.2,5.8,6.1,2769220,16892242.0
2014-06-20 01:00:00,6.2,6.3,6.0,6.1,1108260,6760386.0
2014-06-23 01:00:00,6.0,6.1,5.9,5.9,1431230,8444257.0
